PODER;SECTOR;DEPARTAMENTO;PROVINCIA;DISTRITO;ENTIDAD;RUC
Municipalidades;Otros;SAN MARTIN;RIOJA;RIOJA;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE RIOJA SRL ;No identificado
Municipalidades;Otros;SAN MARTIN;SAN MARTIN;TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN SOCIEDAD ANONIMA ;20143612431
Municipalidades;Otros;LIMA;LIMA;LIMA;EMPRESA MUNICIPAL INMOBILIARIA DE LIMA S.A. ;20126236078
Municipalidades;Otros;LIMA;HUAURA;HUACHO;EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO AGUAS DE LIMA NORTE S.A. ;20158820260
Municipalidades;Otros;CAJAMARCA;CAJAMARCA;CAJAMARCA;EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE CAJAMARCA S.A ;20113733641
Municipalidades;Otros;CAJAMARCA;JAEN;JAEN;EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MARAÑON ;20141814312
Municipalidades;Otros;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL DE UTCUBAMBA S.A. ;20171727783
Municipalidades;Otros;PUNO;SAN ROMAN;JULIACA;EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO SEDAJULIACA S.A. ;No identificado
Municipalidades;Otros;CUSCO;CUSCO;CUSCO;ENTIDAD MUNICIPAL PRESTADORA DE SERVICIOS DE SANEAMIENTO DEL CUSCO S.A. ;20136353315
Municipalidades;Otros;TACNA;TACNA;TACNA;ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO TACNA ;20134052989
Municipalidades;Otros;ANCASH;HUARAZ;HUARAZ;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO CHAVIN S.A. ;20119147051
Municipalidades;Otros;LORETO;MAYNAS;IQUITOS;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE LORETO S.A. ;20103745293
Municipalidades;Otros;AYACUCHO;HUAMANGA;AYACUCHO;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AYACUCHO S.A ;No identificado
Municipalidades;Otros;LAMBAYEQUE;CHICLAYO;CHICLAYO;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE LAMBAYEQUE S.A.  ;20103448591
Municipalidades;Otros;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO ;20129302322
Municipalidades;Otros;PIURA;PIURA;PIURA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO GRAU S.A. ;20102762925
Municipalidades;Otros;MOQUEGUA;ILO;ILO;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO ILO S.A ;20115851919
Municipalidades;Otros;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO MOQUEGUA S.A. ;20115776283
Municipalidades;Otros;JUNIN;CONCEPCION;CONCEPCION;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO MUNICIPAL MANTARO S.A ;20121726212
Municipalidades;Otros;ICA;CHINCHA;CHINCHA ALTA;EPS SEMAPACH S.A. ;20163449669
Municipalidades;Otros;LIMA;LIMA;LIMA;FONDO METROPOLITANO DE INVERSIONES ;20164503080
Municipalidades;Otros;CALLAO;CALLAO;CALLAO;FONDO MUNICIPAL DE INVERSIONES DEL CALLAO S.A ;20138695884
Municipalidades;Otros;CUSCO;QUISPICANCHI;URCOS;GOBIERNO LOCAL DE LA PROVINCIA DE QUISPICANCHI ;No identificado
Municipalidades;Otros;PASCO;PASCO;NULL;HONORABLE MUNICIPALIDAD PROVINCIAL DE PASCO ;No identificado
Municipalidades;Otros;ICA;NAZCA;NAZCA;HOSPITAL DE APOYO DE NASCA ;No identificado
Municipalidades;Otros;LIMA;LIMA;LOS OLIVOS;HOSPITAL MUNICIPAL LOS OLIVOS ;20514772194
Municipalidades;Otros;NULL;NULL;NULL;I.E ISABEL LA CATOLICA ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;I.E. 1103 ELVIRA GARCIA Y GARCIA ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;I.E. 1117 ANDRES AVELINO ARAMBURU ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IEI 075 SANTA MARIA DE GUADALUPE ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP ANTENOR ORREOGO ESPINOZA ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP ARGENTINA ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP ARTURO SABROSO MONTOYA ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP CARLOS CUETO FERNANDINI ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP GILDA LILIANA BALLIVIAN ROSADO ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP JULIO CESAR TELLO ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP MANUEL AREVALO CACERES ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP MANUEL SEOANE CORRALES  ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP NACIONES UNIDAS ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP RAMIRO PRIALE PRIALE  ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP SAN FRANCISCO DE ASIS ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;IESTP VILLA MARIA ;No identificado
Municipalidades;Otros;PASCO;OXAPAMPA;OXAPAMPA;INHABILITACIONES DEL PODER JUDICIAL;No identificado
Municipalidades;Otros;LIMA;LIMA;LIMA;INSTITUTO CATASTRAL DE LIMA  ;20123335521
Municipalidades;Otros;LIMA;LIMA;JESUS MARIA;INSTITUTO METROPOLITANO DE PLANIFICACION ;20137592437
Municipalidades;Otros;LIMA;LIMA;LIMA;INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA ;20510407670
Municipalidades;Otros;HUANUCO;LEONCIO PRADO;RUPA-RUPA;INSTITUTO VIAL PROVINCIAL DE LEONCIO PRADO ;No identificado
Municipalidades;Otros;ICA;NAZCA;CHANGUILLO;MUNICIPALIDAD  DISTRITAL DE CHANGUILLO ;20198498727
Municipalidades;Otros;ANCASH;HUARMEY;MALVAS;MUNICIPALIDAD  DISTRITAL DE MALVAS ;20199421639
Municipalidades;Otros;TACNA;TACNA;TACNA;MUNICIPALIDAD C.P. FRANCISCO BOLOGNESI ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;MUNICIPALIDAD CENTRO POBLADO AUGUSTO B. LEGUIA ;No identificado
Municipalidades;Otros;CAJAMARCA;JAEN;JAEN;MUNICIPALIDAD CENTRO POBLADO LA PALMA CENTRAL ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;MUNICIPALIDAD CENTRO POBLADO MENOR DE CHEQUEN ;No identificado
Municipalidades;Otros;NULL;NULL;NULL;MUNICIPALIDAD CENTRO POBLADO PAMPAS DEL CARMEN ;No identificado
Municipalidades;Otros;LIMA;LIMA;ATE;MUNICIPALIDAD CP SANTA MARIA DE HUACHIPA ;No identificado
Municipalidades;Otros;PUNO;PUNO;PUNO;MUNICIPALIDAD DEL CENTRO POBLADO DE SALCEDO ;No identificado
Municipalidades;Otros;PIURA;HUANCABAMBA;CANCHAQUE;MUNICIPALIDAD DEL CENTRO POBLADO MENOR LOS RANCHOS ;No identificado
Municipalidades;Otros;APURIMAC;AYMARAES;LUCRE;MUNICIPALIDAD DISTRITAL  DE LUCRE ;20192091641
Municipalidades;Otros;LA LIBERTAD;GRAN CHIMU;MARMOT;MUNICIPALIDAD DISTRITAL  DE MARMOT ;20217925194
Municipalidades;Otros;APURIMAC;AYMARAES;TAPAIRIHUA;MUNICIPALIDAD DISTRITAL  DE TAPAIRIHUA ;20156481476
Municipalidades;Otros;APURIMAC;GRAU;TURPAY;MUNICIPALIDAD DISTRITAL  DE TURPAY ;20214751730
Municipalidades;Otros;AMAZONAS;BONGARA;YAMBRASBAMBA;MUNICIPALIDAD DISTRITAL  DE YAMBRASBAMBA ;20165782233
Municipalidades;Otros;AMAZONAS;UTCUBAMBA;YAMON;MUNICIPALIDAD DISTRITAL  DE YAMON ;20350098250
Municipalidades;Otros;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;MUNICIPALIDAD DISTRITAL  DE YUNGA ;20209306833
Municipalidades;Otros;AREQUIPA;AREQUIPA;JACOBO HUNTER;MUNICIPALIDAD DISTRITAL  JACOBO HUNTER - AREQUIPA ;20168918942
Municipalidades;Otros;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;MUNICIPALIDAD DISTRITAL  MARISCAL CASTILLA ;20182762599
Municipalidades;Otros;AYACUCHO;HUAMANGA;NULL;MUNICIPALIDAD DISTRITAL ANDRES AVELINO CACERES DORREGARAY ;No identificado
Municipalidades;Otros;TACNA;TACNA;CORONEL GREGORIO ALBARRACIN LANCHIPA;MUNICIPALIDAD DISTRITAL CRNL. GREGORIO ALBARRACIN­ LANCHIPA ;20519610214
Municipalidades;Otros;AREQUIPA;CAYLLOMA;ACHOMA;MUNICIPALIDAD DISTRITAL DE  ACHOMA ;20216587741
Municipalidades;Otros;AYACUCHO;VICTOR FAJARDO;ASQUIPATA;MUNICIPALIDAD DISTRITAL DE  ASQUIPATA ;20211431971
Municipalidades;Otros;LIMA;HUAROCHIRI;CHICLA;MUNICIPALIDAD DISTRITAL DE  CHICLA ;20174879495
Municipalidades;Otros;LIMA;YAUYOS;MIRAFLORES;MUNICIPALIDAD DISTRITAL DE  MIRAFLORES ;20190173110
Municipalidades;Otros;JUNIN;TARMA;SAN PEDRO DE CAJAS;MUNICIPALIDAD DISTRITAL DE  SAN PEDRO DE CAJAS ;20199817893
Municipalidades;Otros;LORETO;REQUENA;SAQUENA;MUNICIPALIDAD DISTRITAL DE  SAQUENA;20175981471
Municipalidades;Otros;LA LIBERTAD;SANCHEZ CARRION;SARIN;MUNICIPALIDAD DISTRITAL DE  SARIN ;20207747204
Municipalidades;Otros;ICA;ICA;SUBTANJALLA;MUNICIPALIDAD DISTRITAL DE  SUBTANJALLA ;20175229907
Municipalidades;Otros;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;MUNICIPALIDAD DISTRITAL DE ABELARDO PARDO  LEZAMETA ;20219601957
Municipalidades;Otros;AREQUIPA;CARAVELI;ACARI;MUNICIPALIDAD DISTRITAL DE ACARI ;20162405919
Municipalidades;Otros;ANCASH;OCROS;ACAS;MUNICIPALIDAD DISTRITAL DE ACAS ;20198899802
Municipalidades;Otros;CUSCO;PARURO;ACCHA;MUNICIPALIDAD DISTRITAL DE ACCHA ;20158906903
Municipalidades;Otros;AYACUCHO;VILCAS HUAMAN;ACCOMARCA;MUNICIPALIDAD DISTRITAL DE ACCOMARCA ;20185777392
Municipalidades;Otros;PUNO;AZANGARO;ACHAYA;MUNICIPALIDAD DISTRITAL DE ACHAYA ;20204083836
Municipalidades;Otros;ANCASH;CORONGO;ACO;MUNICIPALIDAD DISTRITAL DE ACO - ANCASH ;20223019936
Municipalidades;Otros;JUNIN;CONCEPCION;ACO;MUNICIPALIDAD DISTRITAL DE ACO - JUNIN ;20180414992
Municipalidades;Otros;JUNIN;TARMA;ACOBAMBA;MUNICIPALIDAD DISTRITAL DE ACOBAMBA ;20185655441
Municipalidades;Otros;ANCASH;SIHUAS;ACOBAMBA;MUNICIPALIDAD DISTRITAL DE ACOBAMBA - ANCASH ;20226911988
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA ;20154442155
Municipalidades;Otros;ANCASH;ASUNCION;ACOCHACA;MUNICIPALIDAD DISTRITAL DE ACOCHACA ;20206042126
Municipalidades;Otros;AYACUCHO;HUAMANGA;ACOCRO;MUNICIPALIDAD DISTRITAL DE ACOCRO ;20143628354
Municipalidades;Otros;JUNIN;JAUJA;ACOLLA;MUNICIPALIDAD DISTRITAL DE ACOLLA ;20199256417
Municipalidades;Otros;ANCASH;CARHUAZ;ACOPAMPA;MUNICIPALIDAD DISTRITAL DE ACOPAMPA ;20193330861
Municipalidades;Otros;CUSCO;ACOMAYO;ACOPIA;MUNICIPALIDAD DISTRITAL DE ACOPIA ;20159308538
Municipalidades;Otros;PUNO;PUNO;ACORA;MUNICIPALIDAD DISTRITAL DE ACORA ;20169031674
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;ACORIA;MUNICIPALIDAD DISTRITAL DE ACORIA ;20176705061
Municipalidades;Otros;CUSCO;ACOMAYO;ACOS;MUNICIPALIDAD DISTRITAL DE ACOS ;20187503095
Municipalidades;Otros;AYACUCHO;HUAMANGA;ACOS VINCHOS;MUNICIPALIDAD DISTRITAL DE ACOS VINCHOS ;20143660088
Municipalidades;Otros;HUANCAVELICA;TAYACAJA;ACOSTAMBO;MUNICIPALIDAD DISTRITAL DE ACOSTAMBO ;20287881691
Municipalidades;Otros;HUANCAVELICA;TAYACAJA;ACRAQUIA;MUNICIPALIDAD DISTRITAL DE ACRAQUIA ;20199465768
Municipalidades;Otros;ANCASH;ANTONIO RAYMONDI;ACZO;MUNICIPALIDAD DISTRITAL DE ACZO ;20219943599
Municipalidades;Otros;LA LIBERTAD;OTUZCO;AGALLPAMPA;MUNICIPALIDAD DISTRITAL DE AGALLPAMPA ;20230013811
Municipalidades;Otros;SAN MARTIN;EL DORADO;AGUA BLANCA;MUNICIPALIDAD DISTRITAL DE AGUA BLANCA ;20191635630
Municipalidades;Otros;TUMBES;ZARUMILLA;AGUAS VERDES;MUNICIPALIDAD DISTRITAL DE AGUAS VERDES ;20172278079
Municipalidades;Otros;JUNIN;CHUPACA;AHUAC;MUNICIPALIDAD DISTRITAL DE AHUAC ;20204050318
Municipalidades;Otros;HUANCAVELICA;TAYACAJA;AHUAYCHA;MUNICIPALIDAD DISTRITAL DE AHUAYCHA ;20222402779
Municipalidades;Otros;PUNO;CARABAYA;AJOYANI;MUNICIPALIDAD DISTRITAL DE AJOYANI ;20207352871
Municipalidades;Otros;SAN MARTIN;SAN MARTIN;ALBERTO LEVEAU;MUNICIPALIDAD DISTRITAL DE ALBERTO LEVEAU ;20167975705
Municipalidades;Otros;AREQUIPA;LA UNION;ALCA;MUNICIPALIDAD DISTRITAL DE ALCA ;20312437776
Municipalidades;Otros;AYACUCHO;VICTOR FAJARDO;ALCAMENCA;MUNICIPALIDAD DISTRITAL DE ALCAMENCA ;20191918933
Municipalidades;Otros;ANCASH;SIHUAS;ALFONSO UGARTE;MUNICIPALIDAD DISTRITAL DE ALFONSO UGARTE ;20223020519
Municipalidades;Otros;LIMA;YAUYOS;ALIS;MUNICIPALIDAD DISTRITAL DE ALIS ;20191015178
Municipalidades;Otros;SAN MARTIN;NULL;NULL;MUNICIPALIDAD DISTRITAL DE ALONSO DE ALVARADO ;No identificado
Municipalidades;Otros;SAN MARTIN;BELLAVISTA;ALTO BIAVO;MUNICIPALIDAD DISTRITAL DE ALTO BIAVO ;20199960939
Municipalidades;Otros;TACNA;TACNA;ALTO DE LA ALIANZA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA ;20147796715
Municipalidades;Otros;PUNO;SANDIA;ALTO INAMBARI;MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI ;20321809813
Municipalidades;Otros;ICA;CHINCHA;ALTO LARAN;MUNICIPALIDAD DISTRITAL DE ALTO LARAN ;20191161743
Municipalidades;Otros;LORETO;MAYNAS;ALTO NANAY;MUNICIPALIDAD DISTRITAL DE ALTO NANAY ;20177730204
Municipalidades;Otros;CUSCO;ESPINAR;ALTO PICHIGUA;MUNICIPALIDAD DISTRITAL DE ALTO PICHIGUA ;20317347112
Municipalidades;Otros;SAN MARTIN;HUALLAGA;ALTO SAPOSOA;MUNICIPALIDAD DISTRITAL DE ALTO SAPOSOA ;20170961766
Municipalidades;Otros;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE ;20311886879
Municipalidades;Otros;LORETO;REQUENA;ALTO TAPICHE;MUNICIPALIDAD DISTRITAL DE ALTO TAPICHE ;20193443479
Municipalidades;Otros;PUNO;PUNO;AMANTANI;MUNICIPALIDAD DISTRITAL DE AMANTANI ;20165192436
Municipalidades;Otros;HUANUCO;HUANUCO;AMARILIS;MUNICIPALIDAD DISTRITAL DE AMARILIS ;20146009060
Municipalidades;Otros;ANCASH;CARHUAZ;AMASHCA;MUNICIPALIDAD DISTRITAL DE AMASHCA ;20200028083
Municipalidades;Otros;LIMA;HUAURA;AMBAR;MUNICIPALIDAD DISTRITAL DE AMBAR ;20146686240
Municipalidades;Otros;PIURA;PAITA;AMOTAPE;MUNICIPALIDAD DISTRITAL DE AMOTAPE ;20199165021
Municipalidades;Otros;PUNO;SAN ANTONIO DE PUTINA;ANANEA;MUNICIPALIDAD DISTRITAL DE ANANEA ;20162185617
Municipalidades;Otros;PUNO;YUNGUYO;ANAPIA;MUNICIPALIDAD DISTRITAL DE ANAPIA ;20208122739
Municipalidades;Otros;CUSCO;ANTA;ANCAHUASI;MUNICIPALIDAD DISTRITAL DE ANCAHUASI ;20223561510
Municipalidades;Otros;HUANCAVELICA;ANGARAES;ANCHONGA;MUNICIPALIDAD DISTRITAL DE ANCHONGA ;20154442821
Municipalidades;Otros;HUANCAVELICA;CHURCAMPA;ANCO;MUNICIPALIDAD DISTRITAL DE ANCO ;20199462661
Municipalidades;Otros;AYACUCHO;LA MAR;ANCO;MUNICIPALIDAD DISTRITAL DE ANCO - LA MAR - AYACUCHO ;20194773120
Municipalidades;Otros;APURIMAC;CHINCHEROS;ANCO-HUALLO;MUNICIPALIDAD DISTRITAL DE ANCO HUALLO - URIPA ;No identificado
Municipalidades;Otros;LIMA;LIMA;ANCON;MUNICIPALIDAD DISTRITAL DE ANCON ;20131378468
Municipalidades;Otros;HUANCAVELICA;ACOBAMBA;ANDABAMBA;MUNICIPALIDAD DISTRITAL DE ANDABAMBA ;20190174949
Municipalidades;Otros;CAJAMARCA;SANTA CRUZ;ANDABAMBA;MUNICIPALIDAD DISTRITAL DE ANDABAMBA - CAJAMARCA ;20197637901
Municipalidades;Otros;AREQUIPA;CASTILLA;ANDAGUA;MUNICIPALIDAD DISTRITAL DE ANDAGUA ;20198078604
Municipalidades;Otros;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;MUNICIPALIDAD DISTRITAL DE ANDAHUAYLILLAS ;20202187201
Municipalidades;Otros;LIMA;OYON;ANDAJES;MUNICIPALIDAD DISTRITAL DE ANDAJES ;20227388871
Municipalidades;Otros;JUNIN;CONCEPCION;ANDAMARCA;MUNICIPALIDAD DISTRITAL DE ANDAMARCA ;20191908547
Municipalidades;Otros;APURIMAC;ANDAHUAYLAS;ANDARAPA;MUNICIPALIDAD DISTRITAL DE ANDARAPA ;20207761886
Municipalidades;Otros;AREQUIPA;CONDESUYOS;ANDARAY;MUNICIPALIDAD DISTRITAL DE ANDARAY ;20197493632
Municipalidades;Otros;LORETO;DATEM DEL MARANON;ANDOAS;MUNICIPALIDAD DISTRITAL DE ANDOAS ;20493452241
Municipalidades;Otros;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;MUNICIPALIDAD DISTRITAL DE ANGASMARCA ;20201403724
Municipalidades;Otros;CAJAMARCA;CHOTA;ANGUIA;MUNICIPALIDAD DISTRITAL DE ANGUIA ;20227651599
Municipalidades;Otros;ANCASH;HUARI;ANRA;MUNICIPALIDAD DISTRITAL DE ANRA ;20206179695
Municipalidades;Otros;ANCASH;CARHUAZ;ANTA;MUNICIPALIDAD DISTRITAL DE ANTA - ANCASH ;20222120951
Municipalidades;Otros;HUANCAVELICA;ACOBAMBA;ANTA;MUNICIPALIDAD DISTRITAL DE ANTA - HUANCAVELICA ;20191015925
Municipalidades;Otros;PUNO;MELGAR;ANTAUTA;MUNICIPALIDAD DISTRITAL DE ANTAUTA ;20198893359
Municipalidades;Otros;LIMA;HUAROCHIRI;ANTIOQUIA;MUNICIPALIDAD DISTRITAL DE ANTIOQUIA ;20298709857
Municipalidades;Otros;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI ;20221631910
Municipalidades;Otros;HUANUCO;YAROWILCA;APARICIO POMARES;MUNICIPALIDAD DISTRITAL DE APARICIO POMARES ;20171840245
Municipalidades;Otros;JUNIN;JAUJA;APATA;MUNICIPALIDAD DISTRITAL DE APATA ;20208820266
Municipalidades;Otros;AYACUCHO;VICTOR FAJARDO;APONGO;MUNICIPALIDAD DISTRITAL DE APONGO ;20221556365
Municipalidades;Otros;ANCASH;BOLOGNESI;AQUIA;MUNICIPALIDAD DISTRITAL DE AQUIA ;20200036698
Municipalidades;Otros;LIMA;CANTA;ARAHUAY;MUNICIPALIDAD DISTRITAL DE ARAHUAY ;20211843579
Municipalidades;Otros;AMAZONAS;BAGUA;ARAMANGO;MUNICIPALIDAD DISTRITAL DE ARAMANGO ;20220669603
Municipalidades;Otros;HUANUCO;HUAMALIES;ARANCAY;MUNICIPALIDAD DISTRITAL DE ARANCAY ;20194942509
Municipalidades;Otros;PUNO;AZANGARO;ARAPA;MUNICIPALIDAD DISTRITAL DE ARAPA ;20185892906
Municipalidades;Otros;HUANCAVELICA;CASTROVIRREYNA;ARMA;MUNICIPALIDAD DISTRITAL DE ARMA ;20207341241
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;ASCENSION;MUNICIPALIDAD DISTRITAL DE ASCENSION  ;20485962400
Municipalidades;Otros;LIMA;CAÑETE;ASIA;MUNICIPALIDAD DISTRITAL DE ASIA ;20140080471
Municipalidades;Otros;PUNO;AZANGARO;ASILLO;MUNICIPALIDAD DISTRITAL DE ASILLO ;20200712146
Municipalidades;Otros;CAJAMARCA;CAJAMARCA;ASUNCION;MUNICIPALIDAD DISTRITAL DE ASUNCION ;20198642861
Municipalidades;Otros;AMAZONAS;CHACHAPOYAS;ASUNCION;MUNICIPALIDAD DISTRITAL DE ASUNCION - AMAZONAS ;20200966083
Municipalidades;Otros;ANCASH;CARHUAZ;ATAQUERO;MUNICIPALIDAD DISTRITAL DE ATAQUERO ;20224855398
Municipalidades;Otros;JUNIN;JAUJA;ATAURA;MUNICIPALIDAD DISTRITAL DE ATAURA ;20201912955
Municipalidades;Otros;LIMA;HUARAL;ATAVILLOS ALTO;MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO ;20205877763
Municipalidades;Otros;LIMA;HUARAL;ATAVILLOS BAJO;MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO ;20188945644
Municipalidades;Otros;LIMA;LIMA;ATE;MUNICIPALIDAD DISTRITAL DE ATE ;20131378620
Municipalidades;Otros;AREQUIPA;CARAVELI;ATICO;MUNICIPALIDAD DISTRITAL DE ATICO ;20212025179
Municipalidades;Otros;AREQUIPA;CARAVELI;ATIQUIPA;MUNICIPALIDAD DISTRITAL DE ATIQUIPA ;20212024954
Municipalidades;Otros;PUNO;PUNO;ATUNCOLLA;MUNICIPALIDAD DISTRITAL DE ATUNCOLLA ;20161255638
Municipalidades;Otros;LIMA;HUARAL;AUCALLAMA;MUNICIPALIDAD DISTRITAL DE AUCALLAMA ;20188930027
Municipalidades;Otros;AYACUCHO;LUCANAS;AUCARA;MUNICIPALIDAD DISTRITAL DE AUCARA ;20287495111
Municipalidades;Otros;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;MUNICIPALIDAD DISTRITAL DE AURAHUA ;20226683314
Municipalidades;Otros;SAN MARTIN;RIOJA;AWAJUN;MUNICIPALIDAD DISTRITAL DE AWAJUN ;20531272405
Municipalidades;Otros;AYACUCHO;HUANTA;AYAHUANCO;MUNICIPALIDAD DISTRITAL DE AYAHUANCO ;20143157301
Municipalidades;Otros;PUNO;CARABAYA;AYAPATA;MUNICIPALIDAD DISTRITAL DE AYAPATA ;20202885315
Municipalidades;Otros;LIMA;YAUYOS;AYAUCA;MUNICIPALIDAD DISTRITAL DE AYAUCA ;20184760291
Municipalidades;Otros;HUANCAVELICA;HUAYTARA;AYAVI;MUNICIPALIDAD DISTRITAL DE AYAVI ;20192215553
Municipalidades;Otros;LIMA;YAUYOS;AYAVIRI;MUNICIPALIDAD DISTRITAL DE AYAVIRI ;20208088611
Municipalidades;Otros;AYACUCHO;LA MAR;AYNA;MUNICIPALIDAD DISTRITAL DE AYNA ;20143159001
Municipalidades;Otros;AREQUIPA;CASTILLA;AYO;MUNICIPALIDAD DISTRITAL DE AYO ;20221421869
Municipalidades;Otros;LIMA;YAUYOS;AZANGARO;MUNICIPALIDAD DISTRITAL DE AZANGARO - YAUYOS ;20211821095
Municipalidades;Otros;SAN MARTIN;BELLAVISTA;BAJO BIAVO;MUNICIPALIDAD DISTRITAL DE BAJO BIAVO ;20531290306
Municipalidades;Otros;LORETO;ALTO AMAZONAS;BALSAPUERTO;MUNICIPALIDAD DISTRITAL DE BALSAPUERTO ;20220541801
Municipalidades;Otros;AMAZONAS;CHACHAPOYAS;BALSAS;MUNICIPALIDAD DISTRITAL DE BALSAS ;20165779879
Municipalidades;Otros;LA LIBERTAD;BOLIVAR;BAMBAMARCA;MUNICIPALIDAD DISTRITAL DE BAMBAMARCA ;20275502589
Municipalidades;Otros;ANCASH;CORONGO;BAMBAS;MUNICIPALIDAD DISTRITAL DE BAMBAS ;20323086274
Municipalidades;Otros;HUANUCO;LAURICOCHA;BAÑOS;MUNICIPALIDAD DISTRITAL DE BAÑOS ;20145883459
Municipalidades;Otros;LIMA;LIMA;BARRANCO;MUNICIPALIDAD DISTRITAL DE BARRANCO ;20131367776
Municipalidades;Otros;SAN MARTIN;LAMAS;BARRANQUITA;MUNICIPALIDAD DISTRITAL DE BARRANQUITA ;20489051291
Municipalidades;Otros;AYACUCHO;SUCRE;BELEN;MUNICIPALIDAD DISTRITAL DE BELEN - AYACUCHO ;20220338241
Municipalidades;Otros;LORETO;MAYNAS;BELEN;MUNICIPALIDAD DISTRITAL DE BELEN - LORETO ;20451440544
Municipalidades;Otros;AREQUIPA;CARAVELI;BELLA UNION;MUNICIPALIDAD DISTRITAL DE BELLA UNION ;20147682469
Municipalidades;Otros;CAJAMARCA;JAEN;BELLAVISTA;MUNICIPALIDAD DISTRITAL DE BELLAVISTA ;20215745032
Municipalidades;Otros;CALLAO;CALLAO;BELLAVISTA;MUNICIPALIDAD DISTRITAL DE BELLAVISTA - CALLAO ;20131369639
Municipalidades;Otros;PIURA;SECHURA;BELLAVISTA DE LA UNION;MUNICIPALIDAD DISTRITAL DE BELLAVISTA DE LA UNION ;20177659224
Municipalidades;Otros;PIURA;SULLANA;BELLAVISTA;MUNICIPALIDAD DISTRITAL DE BELLAVISTA-SULLANA ;20154477293
Municipalidades;Otros;PIURA;SECHURA;BERNAL;MUNICIPALIDAD DISTRITAL DE BERNAL ;20165924984
Municipalidades;Otros;CAJAMARCA;SAN MIGUEL;BOLIVAR;MUNICIPALIDAD DISTRITAL DE BOLIVAR ;20222046964
Municipalidades;Otros;ANCASH;PALLASCA;BOLOGNESI;MUNICIPALIDAD DISTRITAL DE BOLOGNESI ;20207113027
