PODER;SECTOR;DEPARTAMENTO;PROVINCIA;DISTRITO;ENTIDAD;RUC
Municipalidades;Otros;LA LIBERTAD;SANCHEZ CARRION;MARCABAL;MUNICIPALIDAD DISTRITAL DE MARCABAL ;20208154428
Municipalidades;Otros;AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;MUNICIPALIDAD DISTRITAL DE MARCABAMBA ;20287187131
Municipalidades;Otros;CUSCO;QUISPICANCHI;MARCAPATA;MUNICIPALIDAD DISTRITAL DE MARCAPATA;20214061474
Municipalidades;Otros;JUNIN;YAULI;MARCAPOMACOCHA;MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA;20199759672
Municipalidades;Otros;ANCASH;CARHUAZ;MARCARA;MUNICIPALIDAD DISTRITAL DE MARCARA ;20172265929
Municipalidades;Otros;HUANCAVELICA;ACOBAMBA;MARCAS;MUNICIPALIDAD DISTRITAL DE MARCAS ;20202510699
Municipalidades;Otros;PIURA;SULLANA;MARCAVELICA;MUNICIPALIDAD DISTRITAL DE MARCAVELICA ;20159215106
Municipalidades;Otros;JUNIN;JAUJA;MARCO;MUNICIPALIDAD DISTRITAL DE MARCO ;20180273051
Municipalidades;Otros;ICA;NAZCA;MARCONA;MUNICIPALIDAD DISTRITAL DE MARCONA ;20148420719
Municipalidades;Otros;HUANUCO;HUANUCO;MARGOS;MUNICIPALIDAD DISTRITAL DE MARGOS ;20168795760
Municipalidades;Otros;AMAZONAS;LUYA;MARIA;MUNICIPALIDAD DISTRITAL DE MARIA ;20185607802
Municipalidades;Otros;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;MUNICIPALIDAD DISTRITAL DE MARIA PARADO DE BELLIDO;20198964558
Municipalidades;Otros;HUANUCO;LEONCIO PRADO;MARIANO DAMASO BERAUN;MUNICIPALIDAD DISTRITAL DE MARIANO DAMASO BERAUN ;20199856520
Municipalidades;Otros;AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;MUNICIPALIDAD DISTRITAL DE MARIANO NICOLAS VARCALCER;20219772417
Municipalidades;Otros;HUANUCO;DOS DE MAYO;MARIAS;MUNICIPALIDAD DISTRITAL DE MARIAS ;20168795093
Municipalidades;Otros;LIMA;HUAROCHIRI;MARIATANA;MUNICIPALIDAD DISTRITAL DE MARIATANA ;20172408894
Municipalidades;Otros;AMAZONAS;RODRIGUEZ DE MENDO;MARISCAL BENAVIDES;MUNICIPALIDAD DISTRITAL DE MARISCAL BENAVIDES ;No identificado
Municipalidades;Otros;AREQUIPA;CAMANA;MARISCAL CACERES;MUNICIPALIDAD DISTRITAL DE MARISCAL CACERES ;20190255949
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;MARISCAL CACERES;MUNICIPALIDAD DISTRITAL DE MARISCAL CACERES - HUANCAVELICA ;20208070917
Municipalidades;Otros;JUNIN;CONCEPCION;MARISCAL CASTILLA;MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA ;20203809931
Municipalidades;Otros;ANCASH;HUARI;MASIN;MUNICIPALIDAD DISTRITAL DE MASIN;20195410616
Municipalidades;Otros;UCAYALI;CORONEL PORTILLO;MASISEA;MUNICIPALIDAD DISTRITAL DE MASISEA ;20170164408
Municipalidades;Otros;JUNIN;JAUJA;MASMA;MUNICIPALIDAD DISTRITAL DE MASMA;20206087651
Municipalidades;Otros;JUNIN;JAUJA;MASMA CHICCHE;MUNICIPALIDAD DISTRITAL DE MASMA CHICCHE;20206811103
Municipalidades;Otros;ANCASH;YUNGAY;MATACOTO;MUNICIPALIDAD DISTRITAL DE MATACOTO ;20210557432
Municipalidades;Otros;JUNIN;CONCEPCION;MATAHUASI;MUNICIPALIDAD DISTRITAL DE MATAHUASI;20205308556
Municipalidades;Otros;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;MUNICIPALIDAD DISTRITAL DE MATALAQUE ;20285732191
Municipalidades;Otros;TUMBES;ZARUMILLA;MATAPALO;MUNICIPALIDAD DISTRITAL DE MATAPALO;20190332013
Municipalidades;Otros;CAJAMARCA;CAJAMARCA;MATARA;MUNICIPALIDAD DISTRITAL DE MATARA ;20221772220
Municipalidades;Otros;ANCASH;HUAYLAS;MATO;MUNICIPALIDAD DISTRITAL DE MATO ;20146926224
Municipalidades;Otros;JUNIN;SATIPO;MAZAMARI;MUNICIPALIDAD DISTRITAL DE MAZAMARI ;20190003541
Municipalidades;Otros;LORETO;MAYNAS;MAZAN;MUNICIPALIDAD DISTRITAL DE MAZAN ;20197929198
Municipalidades;Otros;CUSCO;LA CONVENCION;MEGANTONI;MUNICIPALIDAD DISTRITAL DE MEGANTONI ;20601625017
Municipalidades;Otros;AREQUIPA;ISLAY;MEJIA;MUNICIPALIDAD DISTRITAL DE MEJIA ;20198022480
Municipalidades;Otros;CALLAO;CALLAO;NULL;MUNICIPALIDAD DISTRITAL DE MI PERU ;No identificado
Municipalidades;Otros;APURIMAC;GRAU;MICAELA BASTIDAS;MUNICIPALIDAD DISTRITAL DE MICAELA BASTIDAS;20201967776
Municipalidades;Otros;PIURA;SULLANA;MIGUEL CHECA;MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA ;20165923155
Municipalidades;Otros;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;MUNICIPALIDAD DISTRITAL DE MIGUEL IGLESIAS;20194114789
Municipalidades;Otros;AMAZONAS;RODRIGUEZ DE MENDO;MILPUC;MUNICIPALIDAD DISTRITAL DE MILPUC ;No identificado
Municipalidades;Otros;CAJAMARCA;CHOTA;MIRACOSTA;MUNICIPALIDAD DISTRITAL DE MIRACOSTA;20326364208
Municipalidades;Otros;AREQUIPA;AREQUIPA;MIRAFLORES;MUNICIPALIDAD DISTRITAL DE MIRAFLORES - AREQUIPA ;20163611512
Municipalidades;Otros;HUANUCO;HUAMALIES;MIRAFLORES;MUNICIPALIDAD DISTRITAL DE MIRAFLORES - HUANUCO;20221866984
Municipalidades;Otros;LIMA;LIMA;MIRAFLORES;MUNICIPALIDAD DISTRITAL DE MIRAFLORES - LIMA ;20131377224
Municipalidades;Otros;ANCASH;ANTONIO RAYMONDI;MIRGAS;MUNICIPALIDAD DISTRITAL DE MIRGAS;20203857234
Municipalidades;Otros;JUNIN;CONCEPCION;MITO;MUNICIPALIDAD DISTRITAL DE MITO ;20201188068
Municipalidades;Otros;LA LIBERTAD;TRUJILLO;MOCHE;MUNICIPALIDAD DISTRITAL DE MOCHE ;20165325762
Municipalidades;Otros;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;MUNICIPALIDAD DISTRITAL DE MOCHUMI ;20190384757
Municipalidades;Otros;HUANUCO;PACHITEA;MOLINO;MUNICIPALIDAD DISTRITAL DE MOLINO ;20207155536
Municipalidades;Otros;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA ;20176208601
Municipalidades;Otros;JUNIN;JAUJA;MOLINOS;MUNICIPALIDAD DISTRITAL DE MOLINOS ;20281832329
Municipalidades;Otros;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;MUNICIPALIDAD DISTRITAL DE MOLLEBAMBA;20314566816
Municipalidades;Otros;AREQUIPA;AREQUIPA;MOLLEBAYA;MUNICIPALIDAD DISTRITAL DE MOLLEBAYA ;20219316675
Municipalidades;Otros;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;MUNICIPALIDAD DISTRITAL DE MOLLEPAMPA ;20202597875
Municipalidades;Otros;CUSCO;ANTA;MOLLEPATA;MUNICIPALIDAD DISTRITAL DE MOLLEPATA;20317920025
Municipalidades;Otros;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEPATA;MUNICIPALIDAD DISTRITAL DE MOLLEPATA - LA LIBERTAD ;20275974243
Municipalidades;Otros;JUNIN;JAUJA;MONOBAMBA;MUNICIPALIDAD DISTRITAL DE MONOBAMBA ;20229755871
Municipalidades;Otros;LAMBAYEQUE;CHICLAYO;MONSEFU;MUNICIPALIDAD DISTRITAL DE MONSEFU ;20191711328
Municipalidades;Otros;PIURA;AYABACA;MONTERO;MUNICIPALIDAD DISTRITAL DE MONTERO ;20168891998
Municipalidades;Otros;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;MUNICIPALIDAD DISTRITAL DE MONTEVIDEO ;20165783558
Municipalidades;Otros;HUANUCO;HUAMALIES;MONZON;MUNICIPALIDAD DISTRITAL DE MONZON ;20194118342
Municipalidades;Otros;SAN MARTIN;SAN MARTIN;MORALES;MUNICIPALIDAD DISTRITAL DE MORALES ;20148157325
Municipalidades;Otros;AYACUCHO;SUCRE;MORCOLLA;MUNICIPALIDAD DISTRITAL DE MORCOLLA ;20224547812
Municipalidades;Otros;ANCASH;SANTA;MORO;MUNICIPALIDAD DISTRITAL DE MORO ;20186443391
Municipalidades;Otros;JUNIN;YAULI;MOROCOCHA;MUNICIPALIDAD DISTRITAL DE MOROCOCHA ;20146501487
Municipalidades;Otros;LORETO;DATEM DEL MARANON;MORONA;MUNICIPALIDAD DISTRITAL DE MORONA ;20202591591
Municipalidades;Otros;LAMBAYEQUE;LAMBAYEQUE;MORROPE;MUNICIPALIDAD DISTRITAL DE MORROPE ;20198667260
Municipalidades;Otros;PIURA;MORROPON;MORROPON;MUNICIPALIDAD DISTRITAL DE MORROPON ;20198667260
Municipalidades;Otros;CUSCO;ACOMAYO;MOSOC LLACTA;MUNICIPALIDAD DISTRITAL DE MOSOC LLACTA;20167772855
Municipalidades;Otros;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;MUNICIPALIDAD DISTRITAL DE MOTUPE ;20162368703
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;MOYA;MUNICIPALIDAD DISTRITAL DE MOYA ;20189996251
Municipalidades;Otros;PUNO;AZANGARO;MUÑANI;MUNICIPALIDAD DISTRITAL DE MUÑANI;20172856706
Municipalidades;Otros;JUNIN;JAUJA;MUQUI;MUNICIPALIDAD DISTRITAL DE MUQUI;20201784183
Municipalidades;Otros;JUNIN;JAUJA;MUQUIYAUYO;MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO;20163707463
Municipalidades;Otros;ANCASH;MARISCAL LUZURIAGA;MUSGA;MUNICIPALIDAD DISTRITAL DE MUSGA;20223020608
Municipalidades;Otros;HUANCAVELICA;TAYACAJA;ÑAHUIMPUQUIO;MUNICIPALIDAD DISTRITAL DE ÑAHUIMPUQUIO ;20193104267
Municipalidades;Otros;CAJAMARCA;SAN IGNACIO;NAMBALLE;MUNICIPALIDAD DISTRITAL DE NAMBALLE ;20326259081
Municipalidades;Otros;CAJAMARCA;CAJAMARCA;NAMORA;MUNICIPALIDAD DISTRITAL DE NAMORA;20176207389
Municipalidades;Otros;CAJAMARCA;SAN MIGUEL;NANCHOC;MUNICIPALIDAD DISTRITAL DE NANCHOC ;20176288958
Municipalidades;Otros;LORETO;MAYNAS;NAPO;MUNICIPALIDAD DISTRITAL DE NAPO ;20165973683
Municipalidades;Otros;LIMA;OYON;NAVAN;MUNICIPALIDAD DISTRITAL DE NAVAN;20175970275
Municipalidades;Otros;ANCASH;SANTA;NEPEÑA;MUNICIPALIDAD DISTRITAL DE NEPEÑA ;20198090647
Municipalidades;Otros;PUNO;LAMPA;NICASIO;MUNICIPALIDAD DISTRITAL DE NICASIO ;20200468725
Municipalidades;Otros;AREQUIPA;CAMANA;NICOLAS DE PIEROLA;MUNICIPALIDAD DISTRITAL DE NICOLAS DE PIEROLA ;20190587437
Municipalidades;Otros;CAJAMARCA;SAN MIGUEL;NIEPOS;MUNICIPALIDAD DISTRITAL DE NIEPOS;20174715972
Municipalidades;Otros;CAJAMARCA;SANTA CRUZ;NINABAMBA;MUNICIPALIDAD DISTRITAL DE NINABAMBA ;20186865384
Municipalidades;Otros;PASCO;PASCO;NINACACA;MUNICIPALIDAD DISTRITAL DE NINACACA ;20168804343
Municipalidades;Otros;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;MUNICIPALIDAD DISTRITAL DE NUEVA ARICA;20162368533
Municipalidades;Otros;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;MUNICIPALIDAD DISTRITAL DE NUEVA CAJAMARCA ;20178500083
Municipalidades;Otros;UCAYALI;CORONEL PORTILLO;NUEVA REQUENA;MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA ;20198772306
Municipalidades;Otros;JUNIN;CONCEPCION;NUEVE DE JULIO;MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO;20191894228
Municipalidades;Otros;ANCASH;SANTA;NUEVO CHIMBOTE;MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE ;20282911915
Municipalidades;Otros;LIMA;CAÑETE;NUEVO IMPERIAL;MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL ;20148181544
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO ;20199190211
Municipalidades;Otros;SAN MARTIN;TOCACHE;NUEVO PROGRESO;MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO ;20223145052
Municipalidades;Otros;PUNO;MELGAR;NUÑOA;MUNICIPALIDAD DISTRITAL DE NUÑOA ;20230612014
Municipalidades;Otros;HUANUCO;YAROWILCA;OBAS;MUNICIPALIDAD DISTRITAL DE OBAS ;20166892971
Municipalidades;Otros;AMAZONAS;LUYA;OCALLI;MUNICIPALIDAD DISTRITAL DE OCALLI ;20177726193
Municipalidades;Otros;AYACUCHO;LUCANAS;OCAÑA;MUNICIPALIDAD DISTRITAL DE OCAÑA ;20191030649
Municipalidades;Otros;APURIMAC;CHINCHEROS;OCOBAMBA;MUNICIPALIDAD DISTRITAL DE OCOBAMBA - APURIMAC ;20206827441
Municipalidades;Otros;CUSCO;LA CONVENCION;OCOBAMBA;MUNICIPALIDAD DISTRITAL DE OCOBAMBA - LA CONVENCION - CUSCO ;20277520126
Municipalidades;Otros;AREQUIPA;CAMANA;OCOÑA;MUNICIPALIDAD DISTRITAL DE OCOÑA;20211371545
Municipalidades;Otros;CUSCO;QUISPICANCHI;OCONGATE;MUNICIPALIDAD DISTRITAL DE OCONGATE ;20195499765
Municipalidades;Otros;CUSCO;ESPINAR;OCORURO;MUNICIPALIDAD DISTRITAL DE OCORURO;20278022570
Municipalidades;Otros;HUANCAVELICA;HUAYTARA;OCOYO;MUNICIPALIDAD DISTRITAL DE OCOYO ;20216221096
Municipalidades;Otros;AYACUCHO;HUAMANGA;OCROS;MUNICIPALIDAD DISTRITAL DE OCROS ;20143671446
Municipalidades;Otros;ICA;ICA;OCUCAJE;MUNICIPALIDAD DISTRITAL DE OCUCAJE;20176310040
Municipalidades;Otros;AMAZONAS;LUYA;OCUMAL;MUNICIPALIDAD DISTRITAL DE OCUMAL ;20185610421
Municipalidades;Otros;PUNO;LAMPA;OCUVIRI;MUNICIPALIDAD DISTRITAL DE OCUVIRI;20146326031
Municipalidades;Otros;CUSCO;URUBAMBA;OLLANTAYTAMBO;MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO;20200737211
Municipalidades;Otros;PUNO;YUNGUYO;OLLARAYA;MUNICIPALIDAD DISTRITAL DE OLLARAYA ;20198822842
Municipalidades;Otros;AMAZONAS;CHACHAPOYAS;OLLEROS;MUNICIPALIDAD DISTRITAL DE OLLEROS - AMAZONAS ;20187388211
Municipalidades;Otros;ANCASH;HUARAZ;OLLEROS;MUNICIPALIDAD DISTRITAL DE OLLEROS - ANCASH ;20191512121
Municipalidades;Otros;LAMBAYEQUE;LAMBAYEQUE;OLMOS;MUNICIPALIDAD DISTRITAL DE OLMOS ;20175975315
Municipalidades;Otros;CUSCO;PARURO;OMACHA;MUNICIPALIDAD DISTRITAL DE OMACHA;20159308619
Municipalidades;Otros;LIMA;YAUYOS;OMAS;MUNICIPALIDAD DISTRITAL DE OMAS ;20207113612
Municipalidades;Otros;AMAZONAS;RODRIGUEZ DE MENDO;OMIA;MUNICIPALIDAD DISTRITAL DE OMIA ;No identificado
Municipalidades;Otros;JUNIN;JUNIN;ONDORES;MUNICIPALIDAD DISTRITAL DE ONDORES ;20177653889
Municipalidades;Otros;LA LIBERTAD;PATAZ;ONGON;MUNICIPALIDAD DISTRITAL DE ONGON;20354264936
Municipalidades;Otros;APURIMAC;CHINCHEROS;ONGOY;MUNICIPALIDAD DISTRITAL DE ONGOY ;20168237244
Municipalidades;Otros;AREQUIPA;CASTILLA;ORCOPAMPA;MUNICIPALIDAD DISTRITAL DE ORCOPAMPA ;20172681043
Municipalidades;Otros;JUNIN;CONCEPCION;ORCOTUNA;MUNICIPALIDAD DISTRITAL DE ORCOTUNA ;20205376390
Municipalidades;Otros;CUSCO;QUISPICANCHI;OROPESA;MUNICIPALIDAD DISTRITAL DE OROPESA ;20201000361
Municipalidades;Otros;APURIMAC;ANTABAMBA;OROPESA;MUNICIPALIDAD DISTRITAL DE OROPESA - APURIMAC ;20203837632
Municipalidades;Otros;PUNO;MELGAR;ORURILLO;MUNICIPALIDAD DISTRITAL DE ORURILLO ;20180559885
Municipalidades;Otros;AYACUCHO;LUCANAS;OTOCA;MUNICIPALIDAD DISTRITAL DE OTOCA;20211432277
Municipalidades;Otros;CAJAMARCA;CELENDIN;OXAMARCA;MUNICIPALIDAD DISTRITAL DE OXAMARCA;20189262451
Municipalidades;Otros;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;MUNICIPALIDAD DISTRITAL DE OYOLO ;20287400188
Municipalidades;Otros;LAMBAYEQUE;CHICLAYO;OYOTUN;MUNICIPALIDAD DISTRITAL DE OYOTUN ;20171775834
Municipalidades;Otros;JUNIN;JAUJA;PACA;MUNICIPALIDAD DISTRITAL DE PACA ;20191870710
Municipalidades;Otros;PIURA;AYABACA;PACAIPAMPA;MUNICIPALIDAD DISTRITAL DE PACAIPAMPA ;20165913788
Municipalidades;Otros;LA LIBERTAD;CHEPEN;PACANGA;MUNICIPALIDAD DISTRITAL DE PACANGA ;20182163962
Municipalidades;Otros;AYACUCHO;PARINACOCHAS;PACAPAUSA;MUNICIPALIDAD DISTRITAL DE PACAPAUSA;20287376376
Municipalidades;Otros;LIMA;CAÑETE;PACARAN;MUNICIPALIDAD DISTRITAL DE PACARAN ;20195429554
Municipalidades;Otros;LIMA;HUARAL;PACARAOS;MUNICIPALIDAD DISTRITAL DE PACARAOS;20205822519
Municipalidades;Otros;LA LIBERTAD;PACASMAYO;PACASMAYO;MUNICIPALIDAD DISTRITAL DE PACASMAYO ;20188130411
Municipalidades;Otros;AYACUCHO;HUAMANGA;PACAYCASA;MUNICIPALIDAD DISTRITAL DE PACAYCASA ;20193105662
Municipalidades;Otros;CUSCO;PARURO;PACCARITAMBO;MUNICIPALIDAD DISTRITAL DE PACCARITAMBO;20195435791
Municipalidades;Otros;JUNIN;YAULI;PACCHA;MUNICIPALIDAD DISTRITAL DE PACCHA ;20146510800
Municipalidades;Otros;CAJAMARCA;CHOTA;PACCHA;MUNICIPALIDAD DISTRITAL DE PACCHA - CAJAMARCA ;20201509719
Municipalidades;Otros;JUNIN;JAUJA;PACCHA;MUNICIPALIDAD DISTRITAL DE PACCHA - JUNIN ;20218531271
Municipalidades;Otros;LIMA;HUAURA;PACCHO;MUNICIPALIDAD DISTRITAL DE PACCHO ;20198961966
Municipalidades;Otros;LIMA;LIMA;PACHACAMAC;MUNICIPALIDAD DISTRITAL DE PACHACAMAC ;20174614271
Municipalidades;Otros;APURIMAC;ANTABAMBA;PACHACONAS;MUNICIPALIDAD DISTRITAL DE PACHACONAS ;20173249340
Municipalidades;Otros;ICA;ICA;PACHACUTEC;MUNICIPALIDAD DISTRITAL DE PACHACUTEC;20194063939
Municipalidades;Otros;HUANCAVELICA;CHURCAMPA;PACHAMARCA;MUNICIPALIDAD DISTRITAL DE PACHAMARCA ;20199466063
Municipalidades;Otros;LIMA;OYON;PACHANGARA;MUNICIPALIDAD DISTRITAL DE PACHANGARA - CHURIN ;No identificado
Municipalidades;Otros;HUANUCO;DOS DE MAYO;PACHAS;MUNICIPALIDAD DISTRITAL DE PACHAS ;20194119403
Municipalidades;Otros;TACNA;TACNA;PACHIA;MUNICIPALIDAD DISTRITAL DE PACHIA- TACNA. ;20142438365
Municipalidades;Otros;SAN MARTIN;MARISCAL CACERES;PACHIZA;MUNICIPALIDAD DISTRITAL DE PACHIZA;20211559269
Municipalidades;Otros;ANCASH;BOLOGNESI;PACLLON;MUNICIPALIDAD DISTRITAL DE PACLLON ;20322925001
Municipalidades;Otros;APURIMAC;ANDAHUAYLAS;PACOBAMBA;MUNICIPALIDAD DISTRITAL DE PACOBAMBA ;20192041628
Municipalidades;Otros;MOQUEGUA;ILO;PACOCHA;MUNICIPALIDAD DISTRITAL DE PACOCHA ;20154491105
Municipalidades;Otros;LAMBAYEQUE;LAMBAYEQUE;PACORA;MUNICIPALIDAD DISTRITAL DE PACORA ;20147103370
Municipalidades;Otros;APURIMAC;ANDAHUAYLAS;PACUCHA;MUNICIPALIDAD DISTRITAL DE PACUCHA ;20201967423
Municipalidades;Otros;LORETO;UCAYALI;PADRE MARQUEZ;MUNICIPALIDAD DISTRITAL DE PADRE MARQUEZ ;20198298710
Municipalidades;Otros;AYACUCHO;SUCRE;PAICO;MUNICIPALIDAD DISTRITAL DE PAICO;20185780342
Municipalidades;Otros;LA LIBERTAD;ASCOPE;PAIJAN;MUNICIPALIDAD DISTRITAL DE PAIJAN ;20207890261
Municipalidades;Otros;PIURA;AYABACA;PAIMAS;MUNICIPALIDAD DISTRITAL DE PAIMAS ;20191570911
Municipalidades;Otros;SAN MARTIN;MARISCAL CACERES;PAJARILLO;MUNICIPALIDAD DISTRITAL DE PAJARILLO;20229553225
Municipalidades;Otros;JUNIN;TARMA;PALCA;MUNICIPALIDAD DISTRITAL DE PALCA ;20194077484
Municipalidades;Otros;HUANCAVELICA;HUANCAVELICA;PALCA;MUNICIPALIDAD DISTRITAL DE PALCA - HUANCAVELICA ;20199463129
Municipalidades;Otros;PUNO;LAMPA;PALCA;MUNICIPALIDAD DISTRITAL DE PALCA - PUNO ;20205935470
Municipalidades;Otros;TACNA;TACNA;PALCA;MUNICIPALIDAD DISTRITAL DE PALCA - TACNA ;20186788886
Municipalidades;Otros;JUNIN;TARMA;PALCAMAYO;MUNICIPALIDAD DISTRITAL DE PALCAMAYO ;20188130411
Municipalidades;Otros;PASCO;OXAPAMPA;PALCAZU;MUNICIPALIDAD DISTRITAL DE PALCAZU ;20156656021
Municipalidades;Otros;PASCO;PASCO;PALLANCHACRA;MUNICIPALIDAD DISTRITAL DE PALLANCHACRA ;20205094068
Municipalidades;Otros;ANCASH;PALLASCA;PALLASCA;MUNICIPALIDAD DISTRITAL DE PALLASCA ;20184760291
Municipalidades;Otros;CUSCO;ESPINAR;PALLPATA;MUNICIPALIDAD DISTRITAL DE PALLPATA ;20222360677
Municipalidades;Otros;JUNIN;SATIPO;PAMPA HERMOSA;MUNICIPALIDAD DISTRITAL DE PAMPA HERMOSA SATIPO ;20191871449
Municipalidades;Otros;LORETO;UCAYALI;PAMPA HERMOSA;MUNICIPALIDAD DISTRITAL DE PAMPA HERMOSA UCAYALI ;20192061491
Municipalidades;Otros;APURIMAC;ANDAHUAYLAS;PAMPACHIRI;MUNICIPALIDAD DISTRITAL DE PAMPACHIRI;20192048801
Municipalidades;Otros;AREQUIPA;CASTILLA;PAMPACOLCA;MUNICIPALIDAD DISTRITAL DE PAMPACOLCA;20172639519
Municipalidades;Otros;AREQUIPA;LA UNION;PAMPAMARCA;MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - AREQUIPA ;20207861678
Municipalidades;Otros;CUSCO;CANAS;PAMPAMARCA;MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - CUSCO ;20220549292
Municipalidades;Otros;HUANUCO;YAROWILCA;PAMPAMARCA;MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - HUANUCO ;20215446809
Municipalidades;Otros;ANCASH;HUAYLAS;PAMPAROMAS;MUNICIPALIDAD DISTRITAL DE PAMPAROMAS ;20146925848
Municipalidades;Otros;ANCASH;PALLASCA;PAMPAS;MUNICIPALIDAD DISTRITAL DE PAMPAS - ANCASH ;20219340894
Municipalidades;Otros;ANCASH;RECUAY;PAMPAS CHICO;MUNICIPALIDAD DISTRITAL DE PAMPAS CHICO ;20223388117
Municipalidades;Otros;TUMBES;TUMBES;PAMPAS DE HOSPITAL;MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL;20190178189
Municipalidades;Otros;JUNIN;JAUJA;PANCAN;MUNICIPALIDAD DISTRITAL DE PANCAN;20185763847
Municipalidades;Otros;JUNIN;SATIPO;PANGOA;MUNICIPALIDAD DISTRITAL DE PANGOA ;20146673776
Municipalidades;Otros;SAN MARTIN;SAN MARTIN;PAPAPLAYA;MUNICIPALIDAD DISTRITAL DE PAPAPLAYA ;20156954986
Municipalidades;Otros;TUMBES;ZARUMILLA;PAPAYAL;MUNICIPALIDAD DISTRITAL DE PAPAYAL ;20185592422
Municipalidades;Otros;ICA;PISCO;PARACAS;MUNICIPALIDAD DISTRITAL DE PARACAS ;20162427301
Municipalidades;Otros;LIMA;BARRANCA;PARAMONGA;MUNICIPALIDAD DISTRITAL DE PARAMONGA ;20188938354
Municipalidades;Otros;LA LIBERTAD;OTUZCO;PARANDAY;MUNICIPALIDAD DISTRITAL DE PARANDAY;20201254117
Municipalidades;Otros;AYACUCHO;PAUCAR DEL SARA SARA;PARARCA;MUNICIPALIDAD DISTRITAL DE PARARCA ;20287583321
Municipalidades;Otros;ANCASH;RECUAY;PARARIN;MUNICIPALIDAD DISTRITAL DE PARARIN ;20188903569
Municipalidades;Otros;AYACUCHO;CANGALLO;PARAS;MUNICIPALIDAD DISTRITAL DE PARAS ;20193164677
Municipalidades;Otros;PUNO;LAMPA;PARATIA;MUNICIPALIDAD DISTRITAL DE PARATIA ;20194180226
Municipalidades;Otros;JUNIN;JAUJA;PARCO;MUNICIPALIDAD DISTRITAL DE PARCO;20204027251
Municipalidades;Otros;ICA;ICA;PARCONA;MUNICIPALIDAD DISTRITAL DE PARCONA ;20175239023
Municipalidades;Otros;LA LIBERTAD;PATAZ;PARCOY;MUNICIPALIDAD DISTRITAL DE PARCOY ;20200270968
Municipalidades;Otros;SAN MARTIN;RIOJA;PARDO MIGUEL;MUNICIPALIDAD DISTRITAL DE PARDO MIGUEL ;20148155381
Municipalidades;Otros;ANCASH;HUARAZ;PARIACOTO;MUNICIPALIDAD DISTRITAL DE PARIACOTO ;20172267620
Municipalidades;Otros;ANCASH;CARHUAZ;PARIAHUANCA;MUNICIPALIDAD DISTRITAL DE PARIAHUANCA ;20175284592
Municipalidades;Otros;JUNIN;HUANCAYO;PARIAHUANCA;MUNICIPALIDAD DISTRITAL DE PARIAHUANCA - JUNIN ;20219100311
Municipalidades;Otros;LORETO;LORETO;PARINARI;MUNICIPALIDAD DISTRITAL DE PARINARI ;20195690988
Municipalidades;Otros;ANCASH;POMABAMBA;PAROBAMBA;MUNICIPALIDAD DISTRITAL DE PAROBAMBA;20322944722
Municipalidades;Otros;LORETO;DATEM DEL MARANON;PASTAZA;MUNICIPALIDAD DISTRITAL DE PASTAZA ;20191636016
Municipalidades;Otros;PUNO;SANDIA;PATAMBUCO;MUNICIPALIDAD DISTRITAL DE PATAMBUCO ;20191718683
Municipalidades;Otros;LAMBAYEQUE;CHICLAYO;PATAPO;MUNICIPALIDAD DISTRITAL DE PATAPO ;20396058724
Municipalidades;Otros;APURIMAC;GRAU;PATAYPAMPA;MUNICIPALIDAD DISTRITAL DE PATAYPAMPA;20148184136
